Account|DocYYMM|SalesTax|Taxable|NonTax|Exempt
1000159|2504|18.0900|301.5100|.0000|.0000
JIMMYJENK|2208|-3496.4000|36216.6500|.0000|.0000
1000119|2501|247.6300|4127.3200|.0000|.0000
1000119|2407|884.6100|14743.8300|.0000|.0000
1000150|2403|116.1900|1936.5900|.0000|.0000
1000169|2505|1.9900|33.2200|-3.3200|.0000
1000085|2202|5.9100|98.4900|.0000|.0000
1000177|2409|-308.2200|.0000|.0000|.0000
1000092|2010|2646.5600|44109.0500|.0000|.0000
1000156|2205|.0000|329.9500|.0000|329.9500
1000041|2508|35.1900|586.3000|.0000|.0000
1000096|2207|576.1400|9602.3300|.0000|.0000
1000150|2208|1316.5800|21943.2700|180.0000|.0000
1000086|2211|454.8600|7581.2200|.0000|.0000
1000179|2312|.8100|13.4400|.0000|.0000
1000165|2309|.7700|12.7200|.0000|.0000
1000053|2309|1.7900|29.8500|.0000|.0000
1000187|2208|3.1800|52.9700|.0000|.0000
1000186|2303|16.5400|275.7900|.0000|.0000
1000077|2312|67.7200|1128.4900|.0000|.0000
1000048|2306|.6800|11.4400|.0000|.0000
1000246|2409|136.8800|2281.0700|.0000|.0000
1000106|2011|1535.0400|25583.8400|35.0000|.0000
1000159|2206|.7400|12.2700|.0000|.0000
1000119|2005|14.0700|234.5600|.0000|.0000
1000121|2211|2.0500|34.1800|.0000|.0000
100041|2108|-2475.8300|2324.1800|.0000|.0000
1000122|2202|81.8100|1363.4200|.0000|.0000
1000102|2402|.0000|4198.1800|.0000|4198.1800
1000082|2405|19.2200|320.6900|.0000|.0000
1000112|2211|.0000|2905.9100|.0000|2905.9100
1000159|2208|.7400|12.3400|.0000|.0000
1000045|2404|.6400|10.7100|.0000|.0000
1000119|2002|.0000|.0000|.0000|.0000
1000027|2304|431.2600|7187.5100|1475.0000|.0000
1000166|2410|55.8900|931.4300|.0000|.0000
1000161|2203|115.5100|1925.2000|.0000|.0000
1000159|2507|1.2500|20.8900|.0000|.0000
1000034|2411|2.2200|37.1000|.0000|.0000
1000214|2403|316.6100|5276.7700|.0000|.0000
1000098|2304|4.9200|81.9700|.0000|.0000
1000181|2306|411.8500|6864.3200|.0000|.0000
1000135|2305|.0000|4.1400|.0000|4.1400
1000154|2308|21.4300|357.1100|.0000|.0000
1000205|2109|32.8100|546.8700|.0000|.0000
1000191|2502|468.7100|7811.9900|.0000|.0000
KHICONST|2202|257.4000|4290.0900|1360.0000|.0000
10000201|2402|10.0000|166.5900|.0000|.0000
1000087|2307|34.5900|576.6400|.0000|.0000
|2303|.0000|.0000|.0000|.0000
1000108|2107|-9690.6000|62194.5500|20922.7200|.0000
ESSEXCON|2107|-2649.8600|.0000|5000.0000|.0000
1000131|2201|66.7100|1111.8600|.0000|.0000
1000267|2511|101.1000|1684.9800|.0000|.0000
1000265|2412|.7600|12.6100|.0000|.0000
CASH|2110|2857.0300|47617.1100|1412.2800|.0000
1000115|2206|.0000|2643.5400|.0000|2643.5400
1000042|2309|132.3700|2206.2800|.0000|.0000
1000155|2504|79.9600|1332.2800|.0000|.0000
1000198|2502|.2700|4.5500|.0000|.0000
1000097|2005|.0000|.0000|.0000|.0000
1000267|2501|52.5200|875.3900|.0000|.0000
1000198|2601|.2100|3.5700|.0000|.0000
1000039|2407|4.8400|80.6400|.0000|.0000
1000232|2411|5.4300|90.5600|.0000|.0000
1000131|2303|6.4600|107.7800|.0000|.0000
1000068|2309|1.3100|21.7900|.0000|.0000
1000013|2401|12.7200|212.3400|.0000|.0000
1000099|2503|34.1500|569.3400|.0000|.0000
1000025|2310|18.0300|300.5100|.0000|.0000
1000106|2205|4.0300|67.1800|.0000|.0000
1000085|2112|-4584.9700|-273.8800|.0000|.0000
1000106|2505|469.5000|7824.9900|74912.5000|.0000
1000116|2511|.0000|38.4600|.0000|38.4600
ANTHONYM|2211|.8000|13.2300|.0000|.0000
1000077|2208|32.9300|548.8500|.0000|.0000
COCHRANR|2107|1.3400|22.4000|.0000|.0000
1000110|2309|3.9100|65.1100|.0000|.0000
1000028|2406|100.8700|1680.8900|-168.0900|.0000
1000016|2502|8.5800|142.9300|.0000|.0000
1000188|2103|391.4800|6524.3600|.0000|.0000
1000105|2304|4620.2600|77004.3800|500.0000|.0000
ALABAMA|2206|.0000|4402.7700|.0000|4402.7700
1000221|2411|4.3800|73.0000|.0000|.0000
ANDYTANNER|2201|1.0800|18.0000|.0000|.0000
1000166|2111|48.7100|811.8300|.0000|.0000
1000045|2602|.4400|7.3400|.0000|.0000
HAYESTHOM|2306|2.6300|43.7800|.0000|.0000
JIMMYJENK|2012|314.6500|5244.2000|.0000|.0000
1000164|2206|1578.2800|26304.6000|.0000|.0000
1000105|2502|1.8200|30.3500|.0000|.0000
ALLNATIONS|2208|.0000|158.8300|.0000|158.8300
1000158|2311|29.4200|490.3400|.0000|.0000
1000117|2307|38.4400|640.6300|.0000|.0000
1000191|2111|51.8000|863.1500|.0000|.0000
RBEAVERS|2408|2.1600|35.9900|.0000|.0000
1000110|2306|2.4700|41.2000|.0000|.0000
1000150|2012|3446.1000|57435.1800|390.0000|.0000
1000105|2305|579.7800|9663.0100|.0000|.0000
1000188|2108|328.7200|5478.3900|.0000|.0000
1000229|2501|6.7800|113.1300|.0000|.0000
CAROLINA|2208|2.1900|36.4900|.0000|.0000
1000185|2205|43.4700|724.3800|.0000|.0000
1000116|2201|.0000|180.3600|.0000|169.7700
1000142|2112|373.7500|6229.4100|3000.0000|.0000
1000077|2401|77.7800|1296.0900|.0000|.0000
1000188|2010|1429.0200|23816.8800|.0000|.0000
1000028|2407|9.5700|159.5900|-15.9600|.0000
EDCECIL|2107|103.4300|1723.8800|.0000|.0000
1000099|2506|5.2800|88.0000|.0000|.0000
1000120|2503|1.8200|30.3900|.0000|.0000
1000141|2312|14.0400|233.8500|.0000|.0000
1000147|2503|31.8400|530.7200|.0000|.0000
1000197|2505|1.9200|31.9700|.0000|.0000
1000031|2409|6.0300|100.5500|.0000|.0000
1000108|2205|.8900|14.8900|.0000|.0000
1000018|2304|22.3700|372.8100|.0000|.0000
1000044|2401|969.0400|16150.7200|.0000|.0000
1000081|2308|1.9000|31.6700|.0000|.0000
JOEASHLEY|2008|866.9200|14448.6600|.0000|.0000
1000180|2112|-10322.9700|35921.2800|.0000|.0000
1000118|2509|101.3400|1688.8600|.0000|.0000
1000155|2511|13.4000|223.4200|.0000|.0000
1000115|2203|.0000|12567.2800|.0000|12567.2800
MIKESPARKS|2005|45.5800|759.5800|.0000|.0000
1000048|2602|.2000|3.3400|.0000|.0000
1000099|2507|16.6000|276.6200|.0000|.0000
1000092|2305|679.8700|11331.1800|.0000|.0000
BARRHOMEST|2011|8.3700|139.5800|.0000|.0000
1000046|2307|51.4100|857.0400|.0000|.0000
1000082|2403|14.4600|240.8200|.0000|.0000
1000096|2602|1.4400|23.9800|.0000|.0000
1000210|2203|461.8200|7696.9900|.0000|.0000
1000087|2308|12.6400|210.6400|.0000|.0000
1000018|2309|3.6200|60.3100|.0000|.0000
1000184|2201|1.5700|26.1700|.0000|.0000
1000103|2110|22.8000|380.0000|.0000|.0000
1000106|2005|223.8500|3730.6900|.0000|.0000
1000200|2208|-98.8600|22481.2700|.0000|.0000
1000181|2304|1201.4900|20024.8900|900.0000|.0000
1000095|2605|.1000|1.7000|.0000|.0000
BRYANHOWEY|2111|1.4300|23.8900|.0000|.0000
1000005|2408|.0000|354.0300|.0000|354.0300
1000005|2604|.0000|443.6800|.0000|443.6800
1000267|2502|34.0200|567.1400|.0000|.0000
1000105|2008|1111.7400|18528.9900|.0000|.0000
1000008|2412|.0000|11.7600|.0000|11.7600
1000169|2504|29.6300|493.8800|-3.0900|.0000
10000201|2205|73.4800|1224.7200|.0000|.0000
1000013|2411|2.0800|34.9100|.0000|.0000
1000158|2504|80.7600|1346.0700|.0000|.0000
1000081|2010|-1429.4800|5273.0100|.0000|.0000
1000212|2007|.0000|801.0800|.0000|801.0800
1000102|2312|.0000|8795.4700|20024.2400|8795.4700
1000034|2409|9.0000|150.0500|.0000|.0000
1000182|2109|11.5100|191.7100|.0000|.0000
1000199|2401|.0000|1129.8200|.0000|1129.8200
1000119|2503|398.1000|6634.7100|.0000|.0000
1000124|2605|4.8100|80.2100|.0000|.0000
1000246|2505|36.8600|614.3600|.0000|.0000
1000118|2506|8.7700|146.1900|.0000|.0000
1000107|2212|.8300|13.9100|.0000|.0000
1000184|2207|.0000|.0000|.0000|.0000
1000253|2410|154.0000|2566.6900|.0000|.0000
1000123|2203|22.0600|367.6000|.0000|.0000
1000106|2103|6107.9000|101798.3500|107000.0000|.0000
1000193|2306|11.8100|196.8600|.0000|.0000
1000119|2509|3.4600|57.6200|.0000|.0000
1000152|2405|.4200|7.0700|.0000|.0000
1000214|2508|2.0800|34.6100|.0000|.0000
1000218|2402|.4600|7.6600|.0000|.0000
1000102|2401|.0000|2285.0800|.0000|2285.0800
1000097|2305|.9600|15.9800|.0000|.0000
KATEC|2304|41.9800|699.6600|.0000|.0000
1000286|2108|169.3200|2822.0200|.0000|.0000
1000059|2407|52.2700|871.0700|.0000|.0000
1000179|2603|.7100|11.8200|.0000|.0000
1000073|2505|11.4600|190.8900|140.3000|.0000
1000175|2508|15.5200|258.9300|.0000|.0000
ANDYTANNER|2110|22.5700|376.1800|.0000|.0000
HARLONM|2112|1691.5200|28191.9900|.0000|.0000
1000099|2402|.5100|8.5900|.0000|.0000
1000117|2507|.7500|12.4700|.0000|.0000
1000200|2203|6250.6000|104176.0400|1435.0000|.0000
1000104|2407|1.6500|27.5300|.0000|.0000
1000115|2305|.0000|258.4100|.0000|258.4100
1000041|2311|88.4900|1474.7100|.0000|.0000
1000197|2308|59.7900|996.6500|.0000|.0000
1000062|2403|5.2500|87.4400|.0000|.0000
1000124|2205|294.2000|4902.5900|.0000|.0000
1000166|2405|32.2400|537.4800|.0000|.0000
1000210|2303|2057.1000|34284.8900|.0000|.0000
1000087|2505|3.8300|63.7800|.0000|.0000
1000183|2307|.1400|2.3700|.0000|.0000
10000111|2511|.5800|9.5500|.0000|.0000
|2211|.0000|.0000|.0000|.0000
1000090|2210|1639.0500|27317.4100|.0000|.0000
|2103|.0000|.0000|.0000|.0000
1000121|2305|3.4300|57.1500|.0000|.0000
1000141|2603|1.5400|25.6400|.0000|.0000
1000173|2401|25.5300|425.5900|.0000|.0000
1000167|2111|30.0600|501.0000|.0000|.0000
1000180|2406|1480.8800|24681.3000|.0000|.0000
1000186|2205|2.5800|43.0600|.0000|.0000
1000212|2303|.0000|6103.5500|.0000|6103.5500
1000048|2405|5.4700|90.7700|.0000|.0000
BERNHEIM|2005|.0000|1851.7800|.0000|1851.7800
1000197|2307|27.4700|457.8000|.0000|.0000
1000154|2401|2.4200|40.3800|.0000|.0000
1000141|2512|3.2100|53.4600|.0000|.0000
1000197|2410|3.1100|51.8300|.0000|.0000
1000186|2109|1.3900|23.0100|.0000|.0000
1000032|2308|5.8700|112.0600|.0000|14.1600
1000117|2408|12.2300|203.8000|.0000|.0000
1000197|2502|24.6900|411.5100|.0000|.0000
1000104|2305|65.7800|1096.2000|.0000|.0000
10000111|2201|222.9900|3716.4900|.0000|.0000
1000120|2009|3586.4900|59774.7900|.0000|.0000
1000099|2302|37.0000|616.5600|.0000|.0000
1000211|2205|73.6000|1226.5800|.0000|.0000
1000154|2208|3.4900|58.2200|.0000|.0000
1000094|2503|6.8600|114.2500|.0000|.0000
1000046|2504|212.8300|3547.2300|.0000|.0000
1000180|2003|906.0000|15100.0000|.0000|.0000
1000197|2305|17.2500|287.4400|.0000|.0000
1000059|2408|16.0000|266.5400|.0000|.0000
JEFFYATES|2007|17.4900|291.4400|.0000|.0000
1000077|2503|52.9600|882.6800|.0000|.0000
1000187|2211|1.5900|26.4700|.0000|.0000
1000082|2202|.7400|12.3500|.0000|.0000
1000012|2308|11.4600|191.2400|.0000|.0000
1000148|2112|1535.0100|25583.2900|.0000|.0000
1000256|2407|1103.2500|18387.6400|.0000|.0000
|2210|.0000|.0000|.0000|.0000
1000025|2305|828.3900|13806.4500|.0000|.0000
1000093|2306|13.1200|218.7000|.0000|.0000
|2404|.0000|.0000|.0000|.0000
1000081|2503|6.7900|113.2500|.0000|.0000
1000109|2109|24.8700|414.1700|.0000|.0000
1000195|2106|380.1300|6335.5400|.0000|.0000
1000089|2409|1.2400|20.5700|.0000|.0000
1000129|2011|40447.5400|674125.8700|.0000|.0000
1000188|2111|438.4400|7307.2500|.0000|.0000
1000088|2307|59.4300|990.5200|.0000|.0000
1000170|2010|1.4800|24.7600|.0000|.0000
|2108|.0000|.0000|.0000|.0000
1000105|2205|17.8600|297.5600|.0000|.0000
1000165|2504|4.5900|77.0200|.0000|.0000
1000118|2410|11.1600|185.8100|.0000|.0000
1000257|2411|14.0300|233.7500|.0000|.0000
1000180|2407|2817.4500|46957.6200|.0000|.0000
1000008|2303|.0000|13.7600|.0000|13.7600
1000115|2111|.0000|400.7800|.0000|400.7800
1000150|2302|3567.0400|59450.8400|.0000|.0000
1000239|2512|4.2100|70.0800|.0000|.0000
1000091|2107|-2202.8800|.0000|.0000|.0000
1000188|2201|1711.8100|28530.1100|.0000|.0000
1000080|2401|672.0400|11200.6200|.0000|.0000
1000179|2403|.4200|6.8500|.0000|.0000
CASH|2101|449.8800|7498.0000|.0000|.0000
1000129|2007|2911.3500|48522.4800|.0000|.0000
1000109|2303|145.0600|2417.7000|.0000|.0000
1000170|2512|7.4900|124.7100|.0000|.0000
1000178|2502|.3600|5.9800|.0000|.0000
1000128|2109|1.5900|26.5700|.0000|.0000
1000045|2503|7.4700|124.4300|.0000|.0000
1000084|2302|20.7900|346.6100|.0000|.0000
ETOWNH|2211|30.5800|509.6400|.0000|.0000
1000119|2110|1440.3800|24006.4500|.0000|.0000
AUSTINOLD|2204|259.4800|4324.6200|.0000|.0000
LOWELL|2207|5174.2600|86237.8700|2700.0000|.0000
CAROLINA|2206|5.6600|94.2900|.0000|.0000
1000176|2411|625.7200|10428.7500|.0000|.0000
1000107|2304|.6300|10.5500|.0000|.0000
1000281|2509|17.2800|287.8500|.0000|.0000
1000106|2510|25.2700|421.1600|.0000|.0000
1000164|2404|1140.3400|19005.6300|.0000|.0000
1000118|2510|308.6000|5143.4200|.0000|.0000
1000226|2405|11.9900|199.8400|.0000|.0000
1000147|2407|6.8800|114.6700|.0000|.0000
1000186|2103|6.7600|112.6200|.0000|.0000
1000120|2407|.4800|7.9300|.0000|.0000
1000200|2105|3.1700|52.8000|.0000|.0000
1000200|2111|5915.2900|98588.5300|.0000|.0000
1000109|2211|90.7500|1512.2800|.0000|.0000
ALLNATIONS|2206|.0000|21.0300|.0000|21.0300
1000036|2306|.4900|8.1000|.0000|.0000
1000188|2011|407.8600|6797.4300|.0000|.0000
|2201|.0000|.0000|.0000|.0000
1000260|2506|1.3900|23.0900|.0000|.0000
1000173|2509|27.4000|456.8000|.0000|.0000
1000120|2406|1.3100|21.8900|.0000|.0000
1000060|2405|.0000|.0000|.0000|.0000
1000225|2312|1238.0400|20633.9600|.0000|.0000
1000108|2008|393.1900|6553.4200|.0000|.0000
1000180|2310|3197.5800|53293.1400|.0000|.0000
1000173|2209|46.1800|769.6000|.0000|.0000
1000173|2503|33.4900|557.8800|.0000|.0000
10000111|2210|8.2700|137.7700|.0000|.0000
1000092|2303|970.1100|16168.5900|.0000|.0000
10000111|2404|8.1600|135.9300|.0000|.0000
1000098|2411|5.7600|95.8800|.0000|.0000
KATEC|2208|4.1500|68.7500|.0000|.0000
1000048|2312|3.3600|55.3200|.0000|.0000
1000265|2501|1.2300|20.4200|.0000|.0000
1000080|2312|1411.5700|23526.2100|.0000|.0000
1000123|2310|4.3300|72.0700|.0000|.0000
|2511|.0000|.0000|.0000|.0000
1000226|2404|.1600|2.6600|.0000|.0000
1000208|2311|3.1700|52.9700|.0000|.0000
10000201|2201|258.6800|4311.4200|.0000|.0000
1000113|2112|29.7800|496.3500|.0000|.0000
JOHNSHACKL|2009|7621.4500|127024.1300|.0000|.0000
1000115|2103|.0000|6223.4600|.0000|6223.4600
1000103|2112|26.9100|448.4300|.0000|.0000
1000260|2509|5.8400|97.4400|.0000|.0000
1000109|2210|15.1800|252.8400|.0000|.0000
1000098|2302|47.2900|787.5700|.0000|.0000
1000109|2404|103.3700|1722.8800|.0000|.0000
100041|2503|165.9100|2765.1200|.0000|.0000
KHICONST|2306|3.0600|51.0100|.0000|.0000
1000281|2506|9.6100|160.1300|.0000|.0000
1000184|2301|.0000|.0000|125690.9700|.0000
EDCECIL|2011|3.0600|51.0300|.0000|.0000
1000147|2406|5.2200|86.9000|.0000|.0000
1000118|2511|32.7200|545.2500|.0000|.0000
1000098|2212|21.7500|362.3300|.0000|.0000
1000039|2406|2.7900|46.5300|.0000|.0000
1000115|2105|.0000|3306.3900|.0000|3306.3900
1000109|2301|14.3200|238.7800|.0000|.0000
1000124|2112|1378.4200|22973.2400|.0000|.0000
1000106|2508|8.1700|136.1600|.0000|.0000
1000155|2405|252.0100|4200.1600|.0000|.0000
1000173|2204|55.8600|930.9600|.0000|.0000
1000164|2405|494.7600|8245.9100|.0000|.0000
DARRELLMOR|2112|7.8500|130.9000|.0000|.0000
1000105|2307|1150.7900|19179.7500|.0000|.0000
1000199|2312|.0000|754.0900|.0000|754.0900
HAYESTHOM|2103|7.4800|124.7200|.0000|.0000
10000111|2406|.9800|16.3100|.0000|.0000
1000210|2401|207.4700|3457.9400|.0000|.0000
1000145|2106|434.1000|7235.0000|.0000|.0000
1000180|2501|343.0200|5716.9300|.0000|.0000
ARONP|2105|41.0500|684.3100|.0000|.0000
1000199|2206|.0000|519.5000|.0000|519.5000
1000200|2202|25188.4100|419806.2200|.0000|.0000
1000227|2407|502.8000|8379.9300|.0000|.0000
MIKESPARKS|2010|1589.0000|26483.3000|.0000|.0000
ANDYTANNER|2202|10.2000|170.0400|.0000|.0000
1000003|2306|370.2700|6171.2000|.0000|.0000
1000082|2409|29.6900|495.3000|.0000|.0000
1000036|2311|.1200|2.0100|.0000|.0000
1000175|2210|34.8500|581.1800|.0000|.0000
1000175|2404|16.8700|281.1700|.0000|.0000
1000158|2302|.3700|6.1700|.0000|.0000
1000116|2204|.0000|245.9100|.0000|245.9100
1000097|2206|.6600|10.9500|.0000|.0000
1000149|2303|124.9600|2082.6600|.0000|.0000
1000077|2301|108.1300|1802.0300|.0000|.0000
1000109|2401|34.8200|580.3800|.0000|.0000
1000062|2506|10.6000|176.7200|-17.6800|.0000
MICHAELING|2502|1.6600|27.6000|.0000|.0000
1000091|2106|.7900|13.0900|.0000|.0000
1000175|2405|40.7200|678.3000|.0000|.0000
1000077|2211|80.4000|1340.3200|.0000|.0000
1000057|2401|.6800|11.6600|.0000|.0000
1000211|2302|26.3100|438.4200|.0000|.0000
LOWELL|2302|9.8300|163.8900|.0000|.0000
1000048|2601|.4400|7.4600|.0000|.0000
1000013|2403|11.4700|190.8300|.0000|.0000
1000059|2512|39.5200|658.3700|.0000|.0000
MICHAELING|2305|8.5200|141.9900|.0000|.0000
1000210|2012|2348.7900|39146.3800|.0000|.0000
CASH|2111|3979.1700|67490.5700|-395.8200|1175.0100
1000131|2112|63.1800|1053.0000|.0000|.0000
1000119|2301|250.5900|4176.4800|.0000|.0000
1000123|2206|1.4200|23.6800|.0000|.0000
1000198|2501|2.0300|33.7800|.0000|.0000
1000199|2603|.0000|695.2600|.0000|695.2600
1000286|2012|1.3200|22.0800|.0000|.0000
1000160|2409|-2219.6200|5367.0900|.0000|.0000
1000165|2304|2.0600|34.6500|.0000|.0000
1000020|2306|2.4200|40.4800|.0000|.0000
1000162|2606|.8200|13.5600|.0000|.0000
1000120|2301|17.8700|297.8400|.0000|.0000
1000129|2112|107.8000|1796.5300|.0000|.0000
1000100|2409|71.7700|1196.2200|.0000|.0000
1000201|2510|.6800|11.2900|.0000|.0000
1000166|2106|4.2700|71.2100|.0000|.0000
|2602|.0000|.0000|.0000|.0000
10000111|2407|2.7200|45.3400|.0000|.0000
1000082|2408|17.6600|296.5400|.0000|.0000
1000173|2504|19.2900|321.4900|.0000|.0000
1000005|2212|.0000|39.4800|.0000|39.4800
1000003|2309|-16.6400|-277.3900|.0000|.0000
1000031|2309|7.6400|127.2500|.0000|.0000
1000008|2407|.0000|197.2800|.0000|197.2800
EDCECIL|2202|16.3700|272.7700|.0000|.0000
1000137|2008|1.7400|29.0000|.0000|.0000
1000112|2405|.0000|5981.2600|.0000|5981.2600
1000186|2503|3.6400|60.7900|.0000|.0000
1000133|2203|3053.0700|50884.6500|.0000|.0000
1000084|2206|1.3300|22.1700|.0000|.0000
10000111|2602|.1500|2.4500|.0000|.0000
1000062|2411|420.4700|7007.8000|-700.8000|.0000
1000161|2109|15.2800|254.6000|.0000|.0000
100041|2410|2096.3100|34938.4500|.0000|.0000
1000039|2511|2.2800|37.8800|.0000|.0000
1000125|2101|60.1700|1002.7800|.0000|.0000
1000086|2302|123.0300|2050.5400|.0000|.0000
1000062|2404|341.7600|5696.0200|-9.5000|.0000
1000102|2507|.0000|318.9000|.0000|318.9000
1000161|2402|59.8000|996.6300|.0000|.0000
1000207|2309|52.9300|882.1800|.0000|.0000
1000083|2503|20.9500|349.0800|.0000|.0000
1000170|2204|78.8900|1314.8600|.0000|.0000
COCHRANR|2201|1.5700|26.1600|.0000|.0000
1000115|2009|.0000|14383.6600|.0000|14383.6600
1000147|2301|18.4200|306.8700|.0000|.0000
1000191|2207|10.2900|171.5600|.0000|.0000
1000108|2303|4.7300|78.8300|.0000|.0000
1000129|2408|14.0700|234.4500|.0000|.0000
1000005|2312|.0000|398.5800|.0000|398.5800
1000037|2305|.4000|6.7200|.0000|.0000
1000140|2301|2.3600|39.3200|.0000|.0000
1000055|2312|-219.3000|1501.7200|.0000|.0000
RANDYYORK|2204|296.1800|4936.2100|.0000|.0000
1000084|2306|.8900|14.7800|.0000|.0000
1000109|2504|91.1500|1519.1500|.0000|.0000
1000193|2408|1.4800|24.6500|.0000|.0000
1000074|2510|1.4800|24.7000|.0000|.0000
1000171|2105|2073.3700|34555.9700|.0000|.0000
1000198|2406|8.9600|149.3800|.0000|.0000
1000283|2502|4.3300|71.8200|.0000|.0000
1000124|2311|53.1600|886.0000|.0000|.0000
1000166|2104|.5100|8.5700|.0000|.0000
1000102|2203|.0000|88125.8000|.0000|88125.8000
1000201|2110|61.5800|1026.2400|.0000|.0000
1000222|2404|4.8000|79.9200|.0000|.0000
1000063|2308|2.2100|36.8800|.0000|.0000
1000124|2101|35.0700|584.5400|.0000|.0000
1000135|2201|.0000|11.1500|.0000|11.1500
1000089|2112|16.3400|272.3200|.0000|.0000
1000012|2311|7.8800|131.3600|.0000|.0000
1000227|2406|47.5700|792.7500|.0000|.0000
1000062|2509|4.0400|67.4800|-6.7500|.0000
1000100|2603|16.8300|280.4200|.0000|.0000
ETOWNH|2206|778.5200|12975.2900|.0000|.0000
1000232|2409|2.2300|37.3600|.0000|.0000
1000077|2212|147.7400|2461.7900|.0000|.0000
1000054|2504|.7400|12.3400|.0000|.0000
DAVIDHALL|2202|1.0600|17.6000|.0000|.0000
1000039|2501|1.6800|27.9600|.0000|.0000
1000154|2207|1.0500|17.5600|.0000|.0000
1000170|2408|86.9000|1448.3800|.0000|.0000
1000239|2408|11.2000|186.6100|.0000|.0000
1000156|2309|.0000|1750.3200|.0000|1750.3200
1000008|2311|.0000|296.9300|.0000|296.9300
1000046|2505|89.6100|1493.8300|.0000|.0000
1000141|2109|7.3100|121.8000|.0000|.0000
1000211|2204|1.8000|29.9700|.0000|.0000
1000073|2311|18.3500|305.8700|.0000|.0000
1000044|2408|-1795.7400|.0000|.0000|.0000
JEFFYATES|2201|186.0300|3100.5600|.0000|.0000
HARLONM|2202|341.4900|5691.4800|.0000|.0000
1000246|2603|195.6100|3260.0700|.0000|.0000
1000081|2408|2.5000|41.5600|.0000|.0000
1000099|2509|4.5600|76.0000|.0000|.0000
1000232|2403|1.4300|24.0400|.0000|.0000
1000041|2406|143.2700|2387.6800|.0000|.0000
ADCO|2209|1.2600|21.0000|.0000|.0000
1000100|2310|95.2700|1587.8200|.0000|.0000
1000229|2412|4.5000|74.9200|.0000|.0000
1000107|2103|.9000|15.0000|.0000|.0000
1000186|2209|4.5700|76.1900|.0000|.0000
1000107|2105|3.5300|58.8300|.0000|.0000
MICHAELING|2211|4.2700|71.0600|.0000|.0000
1000183|2207|1.9900|33.2400|.0000|.0000
1000246|2512|76.6900|1278.2200|.0000|.0000
1000211|2209|6092.3200|101538.5400|.0000|.0000
1000089|2601|.7500|12.5800|.0000|.0000
1000101|2501|.0000|123.5700|.0000|123.5700
1000108|2110|522.8200|8713.8200|.0000|.0000
1000095|2505|6.2600|104.2100|.0000|.0000
|2509|.0000|.0000|.0000|.0000
1000114|2507|.0000|13.7700|.0000|13.7700
1000200|2102|4962.7200|82712.0600|.0000|.0000
BRYANHOWEY|2105|.5400|9.0000|.0000|.0000
1000187|2209|26.5600|442.6000|.0000|.0000
1000088|2401|366.7500|6112.5200|.0000|.0000
1000180|2201|3875.6900|64594.2800|.0000|.0000
1000210|2009|1494.9800|24916.2900|.0000|.0000
1000112|2206|.0000|21019.2600|.0000|21019.2600
1000068|2504|3.0600|50.9700|.0000|.0000
1000186|2308|11.3900|189.5200|.0000|.0000
1000239|2601|2.8800|47.9700|.0000|.0000
1000186|2306|2.5000|41.9000|.0000|.0000
1000057|2309|2.7600|45.6500|.0000|.0000
1000229|2406|2.7000|44.9000|.0000|.0000
DARRELLMOR|2009|64.2000|1070.1100|.0000|.0000
1000200|2305|108.0800|1801.8000|.0000|.0000
1000282|2504|.4300|7.1000|.0000|.0000
1000220|2210|207.0500|3450.8800|.0000|.0000
1000048|2408|5.4500|90.2200|.0000|.0000
1000193|2303|289.2500|4821.0200|3000.0000|.0000
1000173|2303|50.3400|838.9200|.0000|.0000
1000100|2410|209.5800|3492.9400|.0000|.0000
1000129|2102|723.2000|95860.0100|1781.6000|.0000
1000099|2301|18.2800|304.7600|.0000|.0000
1000141|2403|7.7200|128.7100|.0000|.0000
1000135|2009|.0000|26021.0000|.0000|26021.0000
10000201|2204|354.3800|5906.2600|.0000|.0000
1000117|2401|72.3300|1205.5000|.0000|.0000
1000175|2412|17.9800|299.5800|.0000|.0000
CASH|2511|1684.0800|28150.0000|3039.3200|84.7400
1000193|2211|3.3300|55.7000|.0000|.0000
1000098|2203|13.7400|228.7900|.0000|.0000
1000100|2210|86.5500|1442.4400|.0000|.0000
1000193|2405|-4.2600|-71.2400|.0000|.0000
1000108|2202|9423.9000|157063.3700|.0000|.0000
1000200|2304|956.7200|15945.5500|.0000|.0000
1000106|2104|569.7400|9495.5600|.0000|.0000
1000034|2312|1.9800|32.8900|.0000|.0000
1000141|2107|67.7000|1128.3500|.0000|.0000
1000152|2408|2.7200|45.2800|.0000|.0000
1000109|2503|38.7500|645.5700|.0000|.0000
1000071|2309|18.2600|304.3200|.0000|.0000
1000188|2002|165.8800|2764.3600|.0000|.0000
1000165|2505|2.9700|49.6500|.0000|.0000
1000252|2512|.4300|7.2000|.0000|.0000
1000220|2103|1789.7000|29828.5500|.0000|.0000
1000275|2411|.6400|10.6900|.0000|.0000
1000028|2511|.2800|4.6100|.0000|.0000
1000188|2003|169.6200|2826.8600|.0000|.0000
1000123|2111|14.5000|241.6500|-7.8400|.0000
1000046|2308|81.3700|1355.9700|.0000|.0000
KUHND|2105|4.3400|72.3600|.0000|.0000
1000095|2307|1.3100|21.7500|.0000|.0000
1000067|2404|214.3400|3572.2500|.0000|.0000
1000261|2503|2.8200|46.5900|.0000|.0000
1000105|2206|10.0600|167.6800|.0000|.0000
1000135|2006|.0000|4160.9100|.0000|4160.9100
