Account|DocYYMM|SalesTax|Taxable|NonTax|Exempt
1000147|2206|3073.2400|51220.4300|210.0000|.0000
NPM LLC|2210|273.7000|4561.7300|.0000|.0000
1000096|2403|.7500|12.4900|.0000|.0000
1000240|2504|1.0500|17.5500|.0000|.0000
1000201|2209|12.7300|212.2400|.0000|.0000
1000274|2501|3.9800|66.6100|.0000|.0000
1000071|2506|8.9800|149.7000|.0000|.0000
1000252|2412|.6200|10.3200|.0000|.0000
1000177|2206|804.8800|13414.5700|4671.2000|.0000
1000077|2605|12.3700|206.2800|.0000|.0000
KHICONST|2310|.8800|14.6700|.0000|.0000
1000067|2312|50.9200|848.6400|.0000|.0000
1000104|2604|2.8400|47.2400|.0000|.0000
1000047|2309|1303.7200|21728.8200|.0000|.0000
1000201|2410|4.8000|80.0400|.0000|.0000
CURTISW|2207|296.4600|4941.0500|.0000|.0000
1000109|2306|39.1200|652.1000|.0000|.0000
1000232|2501|3.9800|66.4000|.0000|.0000
1000104|2312|1.6600|27.6200|.0000|.0000
1000077|2207|63.5500|1058.9400|.0000|.0000
100041|2107|3206.6000|53443.2100|.0000|.0000
CURTISW|2011|1709.7400|28495.4300|.0000|.0000
1000041|2405|107.1400|1785.7100|.0000|.0000
1000083|2203|31.0600|517.7800|.0000|.0000
1000100|2508|40.3300|672.3000|.0000|.0000
1000170|2601|.9100|15.1900|.0000|.0000
BRYANHORN|2105|.6300|10.6800|.0000|.0000
1000082|2109|2.1800|36.3100|.0000|.0000
CASH|2103|868.3100|14471.6100|.0000|.0000
1000112|2208|.0000|1345.0000|.0000|1345.0000
1000201|2204|.6300|10.4400|.0000|.0000
1000045|2605|7.5800|126.2600|.0000|.0000
1000200|2408|-18.1300|.0000|.0000|.0000
1000099|2307|3.5700|59.4200|.0000|.0000
JOEASHLEY|2201|61.6800|1028.0000|.0000|.0000
1000080|2409|-2109.3000|.0000|.0000|.0000
1000160|2207|1006.2000|16770.1000|.0000|.0000
1000083|2501|9.8500|164.0800|.0000|.0000
1000150|2405|404.3300|6738.7300|.0000|.0000
1000166|2407|16.6400|277.0600|.0000|.0000
1000137|2108|1160.6800|19344.6200|.0000|.0000
1000181|2312|-1311.6300|.0000|.0000|.0000
1000124|2303|16.1800|269.6700|.0000|.0000
1000201|2402|760.0900|12668.0100|.0000|.0000
1000116|2506|.0000|8.2500|.0000|8.2500
1000125|2006|147.2600|2454.2800|.0000|.0000
CASH|2304|10236.3400|171377.9000|79853.3400|778.2600
1000059|2401|10.2600|170.9700|.0000|.0000
1000054|2412|1.9100|31.8400|.0000|.0000
PAULCOWH|2204|31.5500|525.9000|.0000|.0000
1000274|2503|2.8800|47.7300|.0000|.0000
1000117|2501|16.1300|268.7900|.0000|.0000
|2102|.0000|.0000|.0000|.0000
1000036|2310|.5600|9.2200|.0000|.0000
1000084|2104|34.2000|569.9700|.0000|.0000
1000214|2502|19.0100|316.8300|.0000|.0000
JOEASHLEY|2103|75.2000|1253.4400|.0000|.0000
1000076|2212|.0000|14476.6100|.0000|14476.6100
1000179|2402|8.6800|144.5300|.0000|.0000
1000158|2304|17.6100|293.3600|.0000|.0000
1000226|2508|2.6600|44.3400|.0000|.0000
BRYANHORN|2202|1.8600|31.1200|.0000|.0000
1000077|2407|63.7500|1062.3500|.0000|.0000
1000188|2305|1235.1300|20585.3900|.0000|.0000
R DECKER|2012|6.0000|99.9900|.0000|.0000
1000171|2312|30.3700|506.1000|.0000|.0000
1000221|2412|.4700|7.9000|.0000|.0000
1000108|2105|2918.8900|48648.3600|.0000|.0000
KHICONST|2210|76.2400|1270.7300|.0000|.0000
ETHAN|2111|.1500|2.4400|.0000|.0000
EARLRIGGS|2101|285.4900|4758.1400|.0000|.0000
1000129|2605|42.4000|706.6700|.0000|.0000
1000161|2505|10.5600|176.0100|.0000|.0000
1000125|2010|117.0000|1950.0000|.0000|.0000
1000165|2209|.0600|.9800|.0000|.0000
1000179|2310|17.6100|293.5400|.0000|.0000
1000193|2312|15.9400|265.7800|7730.5400|.0000
1000154|2209|.2700|4.5500|.0000|.0000
COCHRANR|2202|.3000|5.0700|.0000|.0000
1000186|2507|3.7200|61.9100|.0000|.0000
|2109|.0000|.0000|.0000|.0000
1000013|2308|12.6000|210.5600|.0000|.0000
RICHARDSON|2009|5.5200|91.9900|.0000|.0000
1000154|2404|.8400|14.0300|.0000|.0000
1000082|2201|4.4500|74.1600|.0000|.0000
1000207|2303|1.5400|25.6400|.0000|.0000
CURTISW|2102|1653.8000|27563.5100|.0000|.0000
CURTISW|2109|22.4700|374.5100|.0000|.0000
1000113|2210|14.1000|235.1300|.0000|.0000
1000214|2412|20.3000|338.1800|.0000|.0000
1000028|2304|381.5600|6359.5700|2537.9600|.0000
1000041|2410|43.9400|732.1700|.0000|.0000
10000111|2408|6.2700|104.6900|.0000|.0000
1000166|2107|2.3100|38.6300|.0000|.0000
1000145|2108|4.8000|79.9900|.0000|.0000
1000186|2302|6.1800|102.7000|.0000|.0000
KHICONST|2211|19.0400|317.3500|.0000|.0000
1000251|2502|.0000|6634.7100|.0000|6634.7100
1000141|2311|9.7600|162.8200|.0000|.0000
1000141|2110|12.0700|201.1000|.0000|.0000
1000102|2306|.0000|24370.7600|.0000|24370.7600
1000252|2407|.3500|5.7600|.0000|.0000
1000226|2505|2.5000|41.6900|.0000|.0000
1000210|2004|33.5900|559.8200|.0000|.0000
1000201|2310|.4700|7.8700|.0000|.0000
CASH|2604|1805.2500|30082.9100|-314.1900|.0000
1000180|2306|2651.5100|44321.4500|.0000|129.7000
1000029|2305|23.7500|395.7400|.0000|.0000
SSCHOEN|2202|25.2500|420.8000|.0000|.0000
|2009|.0000|.0000|.0000|.0000
1000155|2308|74.1900|1236.9600|.0000|.0000
1000108|2108|1589.2800|44962.8600|.0000|.0000
BTHOMPSON|2005|.0000|69.9900|.0000|69.9900
1000086|2311|465.3800|7887.4900|.0000|131.5000
1000186|2504|3.8400|64.1600|.0000|.0000
1000137|2110|790.3600|13172.6200|.0000|.0000
CASH|2603|1502.8000|25042.6000|-341.9300|.0000
1000164|2309|7.9300|132.0800|.0000|.0000
1000116|2301|.0000|16.1400|.0000|16.1400
1000034|2505|2.3100|38.5200|.0000|.0000
1000150|2105|3123.8800|52064.7700|.0000|.0000
1000218|2405|.2000|3.4700|.0000|.0000
1000089|2212|7.9100|131.8500|.0000|.0000
1000182|2311|.0000|5.9900|.0000|5.9900
1000181|2401|71.1900|1186.3700|.0000|.0000
1000054|2310|2.8000|46.6900|.0000|.0000
1000028|2404|16.9500|282.5700|-28.2600|.0000
1000261|2504|2.9400|49.1500|.0000|.0000
JEFFYATES|2103|95.8700|1597.7600|.0000|.0000
1000229|2405|6.9600|116.1600|.0000|.0000
1000152|2206|2.7200|45.3800|.0000|.0000
1000104|2301|104.4200|1739.6900|.0000|.0000
1000135|2402|.0000|55.7000|.0000|55.7000
1000082|2212|9.8400|163.8000|.0000|.0000
ESSEXCON|2104|773.1300|12885.2400|.0000|.0000
1000169|2212|1.5100|25.1300|.0000|.0000
100041|2302|321.4800|5358.0000|.0000|.0000
1000155|2503|82.9200|1381.7500|.0000|.0000
1000119|2111|111.9500|1865.6700|.0000|.0000
CAROLINA|2205|4.8300|80.4700|-.9600|.0000
JOEASHLEY|2110|18862.2200|314370.3600|.0000|.0000
1000108|2010|-1508.9200|1368.5200|.0000|.0000
1000039|2310|1.5800|26.2900|.0000|.0000
1000104|2506|17.6800|294.8200|.0000|.0000
100041|2507|18.0900|301.4300|.0000|.0000
1000154|2302|1.1500|19.1800|.0000|.0000
1000141|2309|12.0500|200.8600|.0000|.0000
1000165|2401|12.8200|213.5600|.0000|.0000
1000104|2410|35.8800|598.0000|.0000|.0000
1000186|2606|.1400|2.2900|.0000|.0000
1000077|2509|34.4500|573.9800|.0000|.0000
1000193|2311|13.5800|226.4200|.0000|.0000
1000008|2503|.0000|50.0800|.0000|50.0800
1000226|2408|1.9400|32.3600|.0000|.0000
WALKIN|2005|73.4700|1224.5100|.0000|.0000
1000156|2109|.0000|3845.6200|.0000|3845.6200
1000197|2209|75.7700|1262.7800|.0000|.0000
1000077|2601|34.5600|575.9100|.0000|.0000
HAYESTHOM|2110|5.2300|87.1200|.0000|.0000
CURTISW|2104|673.6300|11227.0600|.0000|.0000
1000286|2203|49.8000|830.0000|.0000|.0000
1000165|2302|5.6400|94.0900|.0000|.0000
1000155|2509|9.8400|163.9400|.0000|.0000
1000200|2112|-4167.8400|26497.4400|.0000|.0000
1000071|2504|18.8900|314.6900|.0000|.0000
JOEASHLEY|2010|46.9400|782.2800|.0000|.0000
1000076|2308|.0000|12445.3400|.0000|12445.3400
1000218|2404|.2500|4.2000|.0000|.0000
1000226|2409|.2000|3.4100|.0000|.0000
1000188|2205|1376.5400|22942.1300|.0000|.0000
1000106|2204|102.9300|1715.5400|.0000|.0000
1000118|2105|35.6300|593.9000|.0000|.0000
CURTISW|2101|4063.9600|67732.3400|.0000|.0000
CLAYHAWKI|2111|3.1300|52.1800|.0000|.0000
1000005|2306|.0000|147.1800|.0000|147.1800
1000102|2305|.0000|661.8800|.0000|661.8800
1000025|2307|51.6700|861.0000|.0000|.0000
1000041|2411|69.6100|1160.1800|.0000|.0000
1000124|2110|152.4200|2540.6400|.0000|.0000
1000164|2503|8.1400|135.7000|.0000|.0000
1000161|2108|56.1100|935.1400|.0000|.0000
1000028|2405|-3.8700|-64.5500|6.4500|.0000
1000170|2311|5.2400|87.2600|.0000|.0000
1000081|2201|4.1600|69.3900|.0000|.0000
WALKIN|2002|.0000|.0000|.0000|.0000
1000239|2410|23.8400|397.2000|.0000|.0000
1000171|2111|2379.8900|39664.9600|.0000|.0000
ANDYTANNER|2112|6.1000|101.4800|.0000|.0000
1000041|2401|68.9800|1149.8200|.0000|.0000
1000203|2010|-1681.2600|.0000|.0000|.0000
1000134|2012|2611.8500|43530.9100|.0000|.0000
1000140|2212|73.4800|1224.6600|.0000|.0000
1000171|2403|11.5900|193.0600|.0000|.0000
1000077|2510|43.7200|728.6200|.0000|.0000
1000100|2605|11.3800|189.6000|.0000|.0000
1000167|2005|8.5400|142.3500|.0000|.0000
1000118|2208|4.0700|67.9000|.0000|.0000
1000103|2103|47.6800|794.5800|.0000|.0000
1000211|2309|2.4000|40.0800|.0000|.0000
1000077|2311|152.3700|2741.2500|.0000|201.8000
HILBERT|2302|53.5500|892.5800|.0000|.0000
1000184|2101|49.5200|825.3600|.0000|.0000
RBEAVERS|2009|42.4000|706.5500|.0000|.0000
1000103|2010|894.0500|14900.6500|.0000|.0000
ADCO|2208|140.4700|2341.1800|.0000|.0000
1000034|2412|.8200|13.6600|.0000|.0000
1000186|2012|10.3400|172.3600|.0000|.0000
1000100|2311|191.4900|3191.5100|.0000|.0000
1000028|2502|1.8500|30.8100|.0000|.0000
EDCECIL|2007|451.4100|7523.5800|.0000|.0000
EDCECIL|2009|381.5600|6359.3200|.0000|.0000
1000013|2311|9.8700|164.5500|.0000|.0000
1000060|2308|71.6000|1193.2400|.0000|.0000
1000129|2005|25698.9400|428316.7100|.0000|.0000
1000137|2111|42.2500|704.1100|.0000|.0000
1000108|2101|787.3900|13123.1000|.0000|.0000
1000157|2005|.0000|275.0000|.0000|275.0000
1000087|2309|3.1100|51.7900|.0000|.0000
1000213|2304|13.4400|224.0500|.0000|.0000
1000124|2201|47.6600|794.1200|.0000|.0000
1000022|2305|32.2300|537.0600|.0000|.0000
1000184|2104|328.4300|5473.8700|.0000|.0000
ALABAMA|2112|.0000|50.1900|.0000|50.1900
MICHAELING|2304|2.5200|42.1400|.0000|.0000
1000061|2308|127.8300|2130.6400|.0000|.0000
1000267|2509|27.6300|460.2400|.0000|.0000
1000074|2005|24.5900|409.8000|.0000|.0000
1000154|2408|373.5300|6225.4700|.0000|.0000
1000073|2411|105.0800|1751.0000|533.3100|.0000
1000081|2311|2.0700|34.5700|.0000|.0000
1000117|2308|224.1700|3736.0600|.0000|.0000
1000171|2301|632.7800|10546.3600|.0000|.0000
1000008|2506|.0000|39.4100|.0000|39.4100
TLWISE|2011|10.6600|177.5900|.0000|.0000
1000188|2309|1191.4700|19857.7900|.0000|.0000
CASH|2404|3987.4500|66790.5600|4257.9400|339.0800
1000165|2212|1.4900|24.7600|.0000|.0000
1000028|2410|14.2200|237.1000|.0000|.0000
1000169|2302|125.3900|2089.8200|.0000|.0000
|2601|.0000|.0000|.0000|.0000
1000089|2202|4.3400|72.2700|.0000|.0000
1000103|2011|131.8900|2198.2500|.0000|.0000
1000135|2204|.0000|30.5700|.0000|30.5700
1000086|2507|1.6800|28.0000|.0000|.0000
10000111|2204|52.2500|870.7800|.0000|.0000
1000046|2411|181.0000|3016.5700|.0000|.0000
1000054|2602|.4500|7.5600|.0000|.0000
1000082|2307|16.4700|274.3300|.0000|.0000
1000008|2402|.0000|57.6700|.0000|57.6700
1000031|2406|38.1300|635.5000|.0000|.0000
1000009|2304|103.1900|1719.8200|.0000|.0000
1000142|2104|478.2700|7971.2800|.0000|.0000
1000258|2412|1.8200|30.3600|.0000|.0000
1000043|2402|46.3700|772.7600|.0000|.0000
1000003|2308|1.3700|22.7800|.0000|.0000
1000022|2304|1953.7600|32562.5200|.0000|.0000
1000161|2301|277.2700|4621.3600|.0000|.0000
1000199|2405|.0000|617.2200|.0000|617.2200
1000291|2605|2.6500|44.5600|.0000|.0000
1000222|2502|.3100|5.1200|.0000|.0000
1000151|2311|2883.6500|48060.8900|.0000|.0000
1000039|2410|.8400|14.0400|.0000|.0000
ANDYTANNER|2111|2.0900|34.9500|.0000|.0000
1000152|2503|1.3000|21.6900|.0000|.0000
1000158|2404|17.0500|284.0900|.0000|.0000
1000151|2401|70.5300|1175.5200|.0000|.0000
1000230|2402|1.1100|18.5100|.0000|.0000
1000160|2401|2375.8000|39596.5000|.0000|.0000
1000103|2005|735.2000|12253.1400|200.0000|.0000
1000158|2210|104.8300|1746.9900|.0000|.0000
1000169|2210|1.4500|24.1900|.0000|.0000
1000169|2404|.3200|5.4100|.0000|.0000
1000171|2202|259.4500|4324.1700|.0000|.0000
JIMMYJENK|2209|1164.6100|19410.0800|.0000|.0000
1000141|2412|6.4100|106.8400|.0000|.0000
1000125|2111|99.5700|1659.4400|.0000|.0000
1000150|2406|.0000|.0000|1000.0000|.0000
1000041|2601|26.7900|446.6400|.0000|.0000
1000171|2208|303.2000|5053.2400|.0000|.0000
1000141|2201|3.3000|54.9500|.0000|.0000
1000020|2511|1.4200|23.6500|25.0000|.0000
1000220|2208|246.3600|4106.0100|.0000|.0000
1000177|2305|323.5000|5391.8000|.0000|.0000
1000119|2203|874.4600|14574.2700|.0000|.0000
1000124|2204|37.5100|625.2400|.0000|.0000
CASH|2302|3888.8500|64811.2000|-421.3200|.0000
1000041|2509|128.0200|2133.7700|.0000|.0000
1000093|2412|363.5900|6059.7500|.0000|.0000
1000261|2409|6.5300|108.6700|.0000|.0000
1000222|2507|10.9900|183.1400|.0000|.0000
1000089|2311|.0800|1.3900|.0000|.0000
1000103|2204|1265.9700|21099.3900|.0000|.0000
CASH|2202|3315.4100|59653.8700|-723.4600|4397.2500
1000187|2207|1.2900|21.4900|.0000|.0000
1000210|2307|683.2000|11447.4900|.0000|60.4200
1000180|2309|4884.5100|81408.3900|.0000|.0000
1000137|2406|174.6900|2911.4200|.0000|.0000
1000218|2503|.3200|5.3700|.0000|.0000
1000118|2109|8.3800|139.6100|.0000|.0000
1000161|2104|42.1600|702.7200|.0000|.0000
1000197|2212|163.1500|2719.4200|.0000|.0000
1000181|2506|1.1300|18.8500|.0000|.0000
1000210|2410|8.6900|227.0000|.0000|82.1100
1000179|2410|.7000|11.7500|.0000|.0000
1000150|2106|956.2100|15936.4300|4800.0000|.0000
1000119|2006|362.5900|6043.2800|.0000|.0000
1000104|2212|65.2700|1087.4900|.0000|.0000
1000102|2309|.0000|1644.8300|.0000|1644.8300
1000129|2412|545.1600|9086.0600|.0000|.0000
1000179|2301|18.9300|315.6600|.0000|.0000
1000082|2406|19.7100|329.0900|.0000|.0000
1000008|2405|.0000|217.1200|.0000|217.1200
1000083|2305|4.0700|67.8700|.0000|.0000
1000054|2311|1.4200|23.7400|.0000|.0000
1000154|2312|-927.2000|.0000|.0000|.0000
1000286|2109|24.2400|403.9800|.0000|.0000
1000175|2209|53.1200|885.1000|.0000|.0000
1000202|2401|3.8100|63.3900|.0000|.0000
1000160|2309|2782.2300|46370.3500|.0000|.0000
1000072|2311|1035.8500|17263.9800|.0000|.0000
1000119|2007|150.4200|2506.9000|.0000|.0000
1000165|2312|7.0000|116.9800|.0000|.0000
1000183|2403|47.6400|794.0600|.0000|.0000
1000214|2404|.0000|.0000|5954.5100|.0000
1000105|2112|20.4200|340.1300|.0000|.0000
1000170|2412|.6900|11.4900|.0000|.0000
1000220|2203|194.7700|3246.1900|.0000|.0000
1000011|2302|7.8400|131.1500|.0000|.0000
1000054|2410|32.4800|541.4400|.0000|.0000
1000208|2410|3.7400|62.2500|.0000|.0000
1000046|2312|120.2500|2004.0700|.0000|.0000
1000140|2206|1273.3800|21223.0000|.0000|.0000
1000090|2303|80.9900|1349.9600|.0000|.0000
1000094|2110|.6500|10.8100|.0000|.0000
1000031|2606|2.5600|42.6300|.0000|.0000
1000110|2010|78.3900|1306.4600|.0000|.0000
1000196|2312|550.7000|9178.2800|.0000|.0000
1000129|2104|6969.3200|116155.4200|.0000|.0000
1000171|2310|.8800|14.7000|.0000|.0000
BARRHOMEST|2003|3124.2500|52070.5900|.0000|.0000
1000112|2109|.0000|10735.7600|.0000|10735.7600
1000123|2107|195.3000|3255.0000|.0000|.0000
1000062|2405|745.5800|12426.0000|-684.3700|.0000
1000210|2305|2001.6000|33360.1700|.0000|.0000
BRYANHOWEY|2206|3.5600|59.1900|.0000|.0000
1000222|2405|17.5100|291.8900|.0000|.0000
1000184|2010|288.4700|4807.8600|.0000|.0000
1000068|2604|.0000|149.2400|.0000|149.2400
ANTHONYM|2203|1.0300|17.0900|.0000|.0000
1000100|2604|28.6500|477.3000|.0000|.0000
CASH|2004|316.6400|5277.3700|.0000|.0000
1000171|2210|44.9600|749.1900|.0000|.0000
1000214|2410|18.6900|311.5600|.0000|.0000
1000178|2411|3.8600|64.2400|.0000|.0000
1000155|2301|69.0700|1151.2100|.0000|.0000
1000050|2311|2.4900|41.5100|.0000|.0000
1000178|2302|16.8300|280.5100|.0000|.0000
MICHAELING|2504|.6900|11.3800|.0000|.0000
1000062|2502|17.4800|291.4300|-29.1300|.0000
1000119|2105|292.6800|4877.8800|.0000|.0000
1000109|2305|22.6100|376.8700|.0000|.0000
1000098|2409|106.1000|1767.9600|.0000|.0000
1000183|2411|3.8400|63.8700|.0000|.0000
CITYOFRADC|2206|29.9000|498.3200|.0000|.0000
1000100|2507|43.4200|723.7800|.0000|.0000
1000062|2601|6.3500|105.8200|-10.5800|.0000
1000152|2304|8.3000|138.6200|.0000|.0000
1000175|2301|36.8300|613.9700|.0000|.0000
1000077|2404|97.5400|1625.5200|.0000|.0000
1000208|2404|116.6500|1944.4100|.0000|.0000
1000128|2112|25.2900|421.5000|75.0000|.0000
1000068|2507|14.5200|241.8900|.0000|.0000
1000076|2207|.0000|14012.2800|.0000|14012.2800
1000188|2306|142.1300|2368.6400|.0000|.0000
1000086|2401|73.7300|1228.9100|.0000|.0000
1000119|2310|1296.5100|21608.4400|.0000|.0000
1000281|2502|841.1700|14019.5000|.0000|.0000
1000234|2403|319.7900|5329.8500|.0000|.0000
1000150|2410|371.3600|6189.4500|.0000|.0000
1000158|2112|-1481.3700|251.8000|.0000|.0000
1000216|2311|.1200|1.9200|.0000|.0000
1000148|2306|35.3800|589.6000|.0000|.0000
1000028|2509|12.5100|208.3600|-.4000|.0000
1000031|2412|18.9500|315.7800|.0000|.0000
BARRHOMEST|2002|95.5500|1592.3800|.0000|.0000
HAYESTHOM|2010|27.9600|465.9200|.0000|.0000
NPM LLC|2209|1849.9200|30832.1400|35.0000|.0000
1000141|2205|60.7700|1012.7500|.0000|.0000
1000100|2403|162.1100|2701.7200|.0000|.0000
1000120|2305|1.0700|17.8500|.0000|.0000
1000147|2305|58.8300|980.4600|.0000|.0000
1000175|2503|12.5800|209.5600|.0000|.0000
1000141|2207|41.4600|691.0500|.0000|.0000
1000167|2401|9.8300|163.9200|.0000|.0000
1000156|2009|46.5600|1340.7200|.0000|564.6400
1000261|2411|13.9800|232.8400|.0000|.0000
1000119|2108|1631.9300|27199.2400|.0000|.0000
1000208|2405|271.4100|4523.5100|.0000|.0000
ANTHONYM|2206|1.0800|18.0000|.0000|.0000
1000119|2210|1247.0200|20783.9200|.0000|.0000
1000163|2305|.1800|2.9900|.0000|.0000
1000095|2409|.4000|6.6800|.0000|.0000
1000226|2512|.1000|1.7400|.0000|.0000
CASH|2007|2112.7200|35319.4200|1150.0000|107.4400
TIMMARTIN|2103|11.4700|191.2000|.0000|.0000
1000186|2112|20.7400|345.7300|.0000|.0000
CASH|2210|6183.3300|103226.8300|-416.3100|178.2300
1000147|2405|17.2700|288.0000|.0000|.0000
CASH|2301|2728.9600|45621.2200|-346.9900|141.1600
1000267|2601|16.1100|268.2800|.0000|.0000
1000286|2206|19.3700|322.9100|.0000|.0000
1000077|2410|131.3600|2189.3400|.0000|.0000
1000005|2309|.0000|166.7600|.0000|166.7600
1000086|2203|1117.3200|18621.8400|.0000|.0000
1000158|2411|68.1200|1135.4500|.0000|.0000
1000101|2311|.0000|205.9500|.0000|205.9500
1000267|2602|26.2000|436.8000|.0000|.0000
CADMETALS|2008|.0000|2400.5500|.0000|2400.5500
1000226|2411|20.7800|346.3000|.0000|.0000
1000169|2411|26.1200|435.3400|.0000|.0000
1000173|2405|36.2200|603.7600|.0000|.0000
1000246|2407|109.4600|1824.4100|.0000|.0000
1000181|2507|10.0600|167.7600|.0000|.0000
1000163|2304|19.2000|319.9400|.0000|.0000
1000155|2402|122.5100|2041.6600|.0000|.0000
1000124|2501|13.0100|216.9200|.0000|.0000
1000161|2103|180.9000|3014.8000|.0000|.0000
JOEP|2009|496.4100|8273.5800|.0000|.0000
1000161|2211|352.3800|5872.7400|.0000|.0000
ANDYTANNER|2306|1.0000|16.6400|.0000|.0000
1000197|2312|27.9400|465.6500|.0000|.0000
1000122|2104|6.1200|101.9100|.0000|.0000
1000119|2410|110.2500|1837.4700|.0000|.0000
1000215|2403|.0000|73.4900|.0000|73.4900
CASH|2211|66565.7300|1109473.4900|849.7900|48.7700
1000217|2409|.5200|8.6300|.0000|.0000
BRYANHORN|2206|5.7600|96.0000|.0000|.0000
DANIEL|2202|229.7500|3829.1200|.0000|.0000
1000112|2203|.0000|18087.7400|.0000|18087.7400
1000286|2009|79.4600|1324.4500|.0000|.0000
1000257|2409|3.3600|56.0300|.0000|.0000
1000116|2509|.0000|45.6700|.0000|45.6700
1000173|2210|49.1200|818.7500|.0000|.0000
10000111|2503|1.8300|30.5500|.0000|.0000
1000114|2512|.0000|11.6700|.0000|11.6700
100041|2109|183.6500|3060.9000|.0000|.0000
1000173|2404|10.0900|168.3100|.0000|.0000
BRYANHORN|2108|6.5800|110.1500|.0000|.0000
1000102|2111|391.2400|6520.6400|.0000|.0000
1000185|2208|15.6700|261.0900|.0000|.0000
1000038|2311|1.6200|26.9400|.0000|.0000
1000258|2501|2.5900|43.1600|.0000|.0000
RICHARDSON|2006|12.0200|200.2800|.0000|.0000
100041|2307|2730.4700|45507.8700|.0000|.0000
1000158|2202|8.9000|148.4300|.0000|.0000
1000048|2307|1.9700|32.7100|.0000|.0000
1000058|2404|.8000|13.3900|.0000|.0000
1000086|2206|9.1200|152.0500|.0000|.0000
1000246|2406|73.1200|1218.6300|.0000|.0000
1000041|2512|33.6100|560.3100|.0000|.0000
1000171|2211|554.7300|9245.4100|.0000|.0000
1000210|2111|329.6100|5493.3700|.0000|.0000
1000150|2210|285.4900|4758.1500|.0000|.0000
1000150|2404|1604.2500|26737.6300|.0000|.0000
1000086|2208|156.8300|2614.0300|.0000|.0000
1000152|2307|3.3600|56.0000|.0000|.0000
1000179|2308|8.2300|137.5000|.0000|.0000
1000161|2404|89.6500|1494.2100|.0000|.0000
ETOWNH|2208|711.1700|25108.8100|.0000|.0000
1000161|2210|265.1200|4418.6600|20.0000|.0000
1000089|2302|1.4900|24.8600|.0000|.0000
1000121|2206|247.2000|4119.9200|.0000|.0000
1000032|2511|.0000|252.5800|.0000|252.5800
1000150|2108|272.4500|4540.8900|.0000|.0000
1000199|2512|.0000|144.7200|.0000|144.7200
1000083|2303|2.3900|39.8400|.0000|.0000
1000197|2604|.3200|5.4100|.0000|.0000
|2310|.0000|.0000|.0000|.0000
1000048|2503|1.3900|23.4300|.0000|.0000
CASH|2208|7628.1600|127229.0800|-346.6300|82.5600
1000039|2502|7.0100|116.9600|.0000|.0000
RICKYHOWAR|2007|.0000|505.1500|.0000|505.1500
1000165|2204|.0600|.9600|.0000|.0000
1000236|2405|326.1500|5435.8700|.0000|.0000
CASH|2403|3110.1300|51832.0300|-478.9600|.0000
EARLRIGGS|2008|26.6600|444.3400|.0000|.0000
1000124|2211|51.2800|854.2900|.0000|.0000
1000090|2307|1868.0200|31133.8100|.0000|.0000
1000252|2406|.1800|2.9800|.0000|.0000
1000122|2407|45.8400|764.0200|.0000|.0000
1000028|2305|81.2600|1354.3700|-135.4500|.0000
1000085|2111|27.5000|458.2900|.0000|.0000
1000106|2504|1683.8300|28064.1000|6870.0000|.0000
1000199|2502|.0000|239.3000|.0000|239.3000
1000244|2411|104.9000|1748.2500|.0000|.0000
1000046|2410|125.8600|2158.5100|.0000|61.3600
10000111|2409|6.6100|110.0600|.0000|.0000
1000164|2205|496.5400|8275.6300|.0000|.0000
1000081|2405|12.3200|205.2600|.0000|.0000
10000201|2312|9.7700|162.8500|.0000|.0000
1000122|2201|97.4800|1624.6700|.0000|.0000
1000083|2401|28.0800|468.0200|.0000|.0000
1000155|2309|61.1800|1019.9200|.0000|.0000
1000199|2205|.0000|164.2300|.0000|164.2300
KHICONST|2108|1621.8500|27031.0500|.0000|.0000
1000181|2402|619.9500|10332.5600|.0000|.0000
1000111|2407|.0000|22.1100|.0000|22.1100
1000057|2402|1.2700|21.4700|.0000|.0000
1000148|2311|1387.6900|23128.2000|.0000|.0000
1000180|2205|31.1000|518.5300|.0000|.0000
1000207|2101|221.4000|3690.0600|.0000|.0000
|2502|.0000|.0000|.0000|.0000
DUSTINBYRD|2011|3682.3100|61371.6500|.0000|.0000
1000099|2305|98.1800|1636.3400|.0000|.0000
1000086|2307|14.3700|239.4100|.0000|.0000
1000230|2401|136.3800|2273.0600|1800.0000|.0000
|2004|.0000|.0000|.0000|.0000
1000170|2510|2.9300|48.8500|.0000|.0000
1000171|2209|43.1100|718.4100|.0000|.0000
1000176|2409|1217.8800|20298.0600|.0000|.0000
1000053|2307|25.8700|431.1000|.0000|.0000
1000119|2405|437.3400|7288.8200|.0000|.0000
1000109|2502|170.3400|2839.1000|.0000|.0000
1000158|2603|1.7900|29.7400|.0000|.0000
1000258|2510|.8200|13.6200|.0000|.0000
1000194|2504|.2800|4.7400|.0000|.0000
WEAVER|2010|5897.0700|98284.6700|.0000|.0000
1000171|2404|25.3400|422.3600|.0000|.0000
1000105|2202|20.1600|335.8800|.0000|.0000
1000108|2002|.0000|.0000|.0000|.0000
1000057|2507|5.6100|92.9800|.0000|.0000
1000197|2211|58.2300|970.3000|.0000|.0000
1000083|2511|11.0700|184.5600|.0000|.0000
1000077|2310|119.3800|1990.0000|.0000|.0000
1000193|2505|19.9600|332.6800|.0000|.0000
ADCO|2207|100.3300|1672.0600|.0000|.0000
1000261|2502|4.0400|67.4100|.0000|.0000
1000046|2512|146.8500|2447.1300|.0000|.0000
